1 0 1.673529028892517
1 100 0.945878916163759
1 200 0.5812910204167541
1 300 0.42386423960634684
1 400 0.3671724521028268
1 500 0.3166526210090998
1 600 0.30067434308709573
1 700 0.29951883370351445
1 800 0.31688666892082745
1 900 0.2997496734588862
1 1000 0.2776272463292819
1 1100 0.26481786528956125
1 1200 0.2696801898778504
1 1300 0.2872061133708716
1 1400 0.28332328476451546
1 1500 0.28854545950542393
1 1600 0.26800522172161473
1 1700 0.2710578426661698
1 1800 0.2798327432652388
1 1900 0.29430974895089973
1 2000 0.3071883320994504
1 2100 0.28786579224699693

Train Epoch: 1 Average training loss: 0.3727 

2 0 0.3086997866630554
2 100 0.2950948793053572
2 200 0.2883727875793476
2 300 0.26213062561133477
2 400 0.2706445115006459
2 500 0.27084750479788716
2 600 0.2671450629100304
2 700 0.24986096547989597
2 800 0.2821814153138208
2 900 0.26431417915427013
2 1000 0.2833486776480017
2 1100 0.286143823844015
2 1200 0.2729524654480568
2 1300 0.27707978040527514
2 1400 0.2823780157571804
2 1500 0.2711477629334344
2 1600 0.2596684418904816
2 1700 0.2728163858454755
2 1800 0.2636224500397433
2 1900 0.2439319059735419
2 2000 0.2653959315968056
2 2100 0.27509601746675455

Train Epoch: 2 Average training loss: 0.2741 

3 0 0.24055378139019012
3 100 0.25868062810872705
3 200 0.25117758494438996
3 300 0.25252177760343125
3 400 0.253705048046668
3 500 0.26328982900116865
3 600 0.29531476620842084
3 700 0.2616093663316612
3 800 0.26526532132102176
3 900 0.26511596672605586
3 1000 0.2711464767880076
3 1100 0.2595272196192083
3 1200 0.2755957593823869
3 1300 0.2703775482738312
3 1400 0.2723281003892769
3 1500 0.2700104157112033
3 1600 0.2848581506573856
3 1700 0.25687099401711666
3 1800 0.2621534721993065
3 1900 0.27861334836394736
3 2000 0.27066326743302416
3 2100 0.2670222172341837

Train Epoch: 3 Average training loss: 0.2664 

4 0 0.4996603727340698
4 100 0.3395732600729074
4 200 0.29824493125970225
4 300 0.28133809950727456
4 400 0.28454583601849504
4 500 0.27683335947424265
4 600 0.2627032404466671
4 700 0.26738524205822567
4 800 0.28010020794675927
4 900 0.2670587934856189
4 1000 0.27004811212905905
4 1100 0.25753533784329447
4 1200 0.2662112975651233
4 1300 0.2574875704977206
4 1400 0.2353922038766996
4 1500 0.2558460554302269
4 1600 0.2537252145098502
4 1700 0.25288775686428233
4 1800 0.243141855317598
4 1900 0.25846451812688875
4 2000 0.26686078861348345
4 2100 0.2589472238237269

Train Epoch: 4 Average training loss: 0.2745 

5 0 0.09670669585466385
5 100 0.2135194356768612
5 200 0.25712129894337143
5 300 0.2687211668526657
5 400 0.2738687209552961
5 500 0.2624993798385759
5 600 0.25705818409369824
5 700 0.23727165464103112
5 800 0.25496380087149767
5 900 0.24874156189957308
5 1000 0.2725116139806976
5 1100 0.2895833798535554
5 1200 0.27719122239475413
5 1300 0.25571337968269914
5 1400 0.26343177394005773
5 1500 0.26489239295698674
5 1600 0.2464225750853467
5 1700 0.23757760845604103
5 1800 0.24236069785051712
5 1900 0.23981479318402105
5 2000 0.2532756914541152
5 2100 0.2563075823974698

Train Epoch: 5 Average training loss: 0.2533 

6 0 0.31034162640571594
6 100 0.2540227188451206
6 200 0.24915874178662117
6 300 0.2566886202345696
