1 , 0 , 0.16154128313064575
1 , 200 , 0.023030810058116913
1 , 400 , 0.01737181469798088
1 , 600 , 0.009127657860517502
1 , 800 , 0.011931227520108223
1 , 1000 , 0.017456160858273506
1 , 1200 , 0.0073964255861938
1 , 1400 , 0.01695384457707405
1 , 1600 , 0.016492867842316628
1 , 1800 , 0.01144026406109333
1 , 2000 , 0.01848204992711544

Train Epoch: 1 Average training loss: 0.0223 

2 , 0 , 0.01272506918758154
2 , 200 , 0.009331481531262398
2 , 400 , 0.020265137776732445
2 , 600 , 0.011123975738883018
2 , 800 , 0.011987890116870403
2 , 1000 , 0.01954585313796997
2 , 1200 , 0.023414887487888336
2 , 1400 , 0.015280285850167274
2 , 1600 , 0.005451108328998089
2 , 1800 , 0.012452426366508007
2 , 2000 , 0.010943702422082424

Train Epoch: 2 Average training loss: 0.0140 

3 , 0 , 0.005756418686360121
3 , 200 , 0.010966296307742596
3 , 400 , 0.00994918029755354
3 , 600 , 0.0044945343397557735
3 , 800 , 0.011792832985520363
3 , 1000 , 0.012543425895273685
3 , 1200 , 0.00807838886976242
3 , 1400 , 0.02512221410870552
3 , 1600 , 0.002731131389737129
3 , 1800 , 0.006555167026817799
3 , 2000 , 0.007663619704544544

Train Epoch: 3 Average training loss: 0.0128 

4 , 0 , 0.0036850403994321823
4 , 200 , 0.005231484770774841
4 , 400 , 0.014810111373662949
4 , 600 , 0.025026850402355194
4 , 800 , 0.009630704298615456
4 , 1000 , 0.01657094433903694
4 , 1200 , 0.00472406717017293
4 , 1400 , 0.0426715649664402
4 , 1600 , 0.00420759990811348
4 , 1800 , 0.0065547446720302105
4 , 2000 , 0.014929812401533127

Train Epoch: 4 Average training loss: 0.0122 

5 , 0 , 0.013995427638292313
5 , 200 , 0.008727272972464561
5 , 400 , 0.004311955068260431
5 , 600 , 0.01436301227658987
5 , 800 , 0.015514811500906944
5 , 1000 , 0.007680827286094427
5 , 1200 , 0.027506956830620766
5 , 1400 , 0.009220350533723831
5 , 1600 , 0.005338631104677916
5 , 1800 , 0.006857541389763355
5 , 2000 , 0.008894741535186768

Train Epoch: 5 Average training loss: 0.0116 

6 , 0 , 0.014302629977464676
6 , 200 , 0.0189831480383873
6 , 400 , 0.004206821322441101
6 , 600 , 0.008971134200692177
6 , 800 , 0.012354705482721329
6 , 1000 , 0.030533991754055023
6 , 1200 , 0.006751575972884893
6 , 1400 , 0.006722982972860336
6 , 1600 , 0.005278437864035368
6 , 1800 , 0.003691820427775383
6 , 2000 , 0.0049437182024121284

Train Epoch: 6 Average training loss: 0.0116 

7 , 0 , 0.005396466236561537
7 , 200 , 0.012977784499526024
7 , 400 , 0.005872262641787529
7 , 600 , 0.009425216354429722
7 , 800 , 0.018500452861189842
7 , 1000 , 0.006684061139822006
7 , 1200 , 0.0063993679359555244
7 , 1400 , 0.0032044672407209873
7 , 1600 , 0.01024172268807888
7 , 1800 , 0.01941155456006527
7 , 2000 , 0.003803414758294821

Train Epoch: 7 Average training loss: 0.0114 

8 , 0 , 0.008598960936069489
8 , 200 , 0.019722819328308105
8 , 400 , 0.007814442738890648
8 , 600 , 0.044748999178409576
8 , 800 , 0.012917894870042801
8 , 1000 , 0.012345907278358936
8 , 1200 , 0.011675739660859108
8 , 1400 , 0.01884104311466217
8 , 1600 , 0.006993779446929693
8 , 1800 , 0.007832707837224007
8 , 2000 , 0.01286267675459385

Train Epoch: 8 Average training loss: 0.0113 

9 , 0 , 0.012218699790537357
9 , 200 , 0.00458496855571866
9 , 400 , 0.00323666213080287
9 , 600 , 0.006834857631474733
9 , 800 , 0.009258541278541088
9 , 1000 , 0.010040253400802612
9 , 1200 , 0.008494316600263119
9 , 1400 , 0.028548724949359894
9 , 1600 , 0.010041376575827599
9 , 1800 , 0.006766867823898792
9 , 2000 , 0.00782522838562727

Train Epoch: 9 Average training loss: 0.0112 

10 , 0 , 0.005333694163709879
10 , 200 , 0.008492465130984783
10 , 400 , 0.005050323437899351
10 , 600 , 0.014317943714559078
10 , 800 , 0.009541374631226063
10 , 1000 , 0.009275471791625023
10 , 1200 , 0.01563652977347374
10 , 1400 , 0.00736185722053051
10 , 1600 , 0.0072945887222886086
10 , 1800 , 0.0040024323388934135
10 , 2000 , 0.020467501133680344

Train Epoch: 10 Average training loss: 0.0112 

11 , 0 , 0.00544573413208127
11 , 200 , 0.006816381122916937
11 , 400 , 0.005781576503068209
11 , 600 , 0.011195127852261066
11 , 800 , 0.007349503226578236
11 , 1000 , 0.012910366989672184
11 , 1200 , 0.006353272125124931
11 , 1400 , 0.02797909826040268
11 , 1600 , 0.005038090981543064
11 , 1800 , 0.006614154204726219
11 , 2000 , 0.017867403104901314

Train Epoch: 11 Average training loss: 0.0110 

12 , 0 , 0.006988198030740023
12 , 200 , 0.009796066209673882
12 , 400 , 0.008364363573491573
12 , 600 , 0.011010034009814262
12 , 800 , 0.007933545857667923
12 , 1000 , 0.012277351692318916
12 , 1200 , 0.022892937064170837
12 , 1400 , 0.005585552658885717
12 , 1600 , 0.014806917868554592
12 , 1800 , 0.02247670106589794
12 , 2000 , 0.006689857691526413

Train Epoch: 12 Average training loss: 0.0111 

13 , 0 , 0.017007263377308846
13 , 200 , 0.015378446318209171
13 , 400 , 0.010615303181111813
13 , 600 , 0.010409296490252018
13 , 800 , 0.022707996889948845
13 , 1000 , 0.0033311417791992426
13 , 1200 , 0.005013559013605118
13 , 1400 , 0.012932312674820423
13 , 1600 , 0.004532041028141975
13 , 1800 , 0.004512330982834101
13 , 2000 , 0.008945751003921032

Train Epoch: 13 Average training loss: 0.0112 

14 , 0 , 0.006457321811467409
14 , 200 , 0.014104194939136505
14 , 400 , 0.008114336989820004
14 , 600 , 0.015207414515316486
14 , 800 , 0.014379817061126232
14 , 1000 , 0.010495774447917938
14 , 1200 , 0.012619607150554657
14 , 1400 , 0.007971824146807194
14 , 1600 , 0.0066763367503881454
14 , 1800 , 0.009428140707314014
14 , 2000 , 0.004180981311947107

Train Epoch: 14 Average training loss: 0.0108 

15 , 0 , 0.01765979640185833
15 , 200 , 0.008091965690255165
15 , 400 , 0.014719929546117783
15 , 600 , 0.010081634856760502
15 , 800 , 0.012244224548339844
15 , 1000 , 0.0054298932664096355
15 , 1200 , 0.0037995153106749058
15 , 1400 , 0.020154669880867004
15 , 1600 , 0.007158368360251188
15 , 1800 , 0.00435935752466321
15 , 2000 , 0.017175784334540367

Train Epoch: 15 Average training loss: 0.0108 

16 , 0 , 0.007434832397848368
16 , 200 , 0.01143793947994709
16 , 400 , 0.01092410460114479
16 , 600 , 0.008558833971619606
16 , 800 , 0.019998008385300636
16 , 1000 , 0.007592056877911091
16 , 1200 , 0.00206039403565228
16 , 1400 , 0.039318762719631195
16 , 1600 , 0.005538774188607931
16 , 1800 , 0.006267666816711426
16 , 2000 , 0.011006366461515427

Train Epoch: 16 Average training loss: 0.0108 

17 , 0 , 0.0198700912296772
17 , 200 , 0.004861054476350546
17 , 400 , 0.0019476735033094883
17 , 600 , 0.005577120929956436
17 , 800 , 0.005335773341357708
17 , 1000 , 0.0081167658790946
17 , 1200 , 0.007083418779075146
17 , 1400 , 0.015026696026325226
17 , 1600 , 0.011548778042197227
17 , 1800 , 0.06107348948717117
17 , 2000 , 0.010645389556884766

Train Epoch: 17 Average training loss: 0.0106 

18 , 0 , 0.004961671307682991
18 , 200 , 0.01088978536427021
18 , 400 , 0.004033392295241356
18 , 600 , 0.009909216314554214
18 , 800 , 0.010393956676125526
18 , 1000 , 0.012231840752065182
18 , 1200 , 0.010473075322806835
18 , 1400 , 0.00593327172100544
18 , 1600 , 0.0070707667618989944
18 , 1800 , 0.008523274213075638
18 , 2000 , 0.013845381326973438

Train Epoch: 18 Average training loss: 0.0107 

19 , 0 , 0.005392902996391058
19 , 200 , 0.00833803415298462
19 , 400 , 0.007180331740528345
19 , 600 , 0.004637779202312231
19 , 800 , 0.010704195126891136
19 , 1000 , 0.006731072440743446
19 , 1200 , 0.007637735456228256
19 , 1400 , 0.0033531668595969677
19 , 1600 , 0.007211948744952679
19 , 1800 , 0.01991438865661621
19 , 2000 , 0.0066574797965586185

Train Epoch: 19 Average training loss: 0.0105 

20 , 0 , 0.012757521122694016
20 , 200 , 0.004355103243142366
20 , 400 , 0.0020443371031433344
20 , 600 , 0.014354833401739597
20 , 800 , 0.009160921908915043
20 , 1000 , 0.00626105023548007
20 , 1200 , 0.004607176873832941
20 , 1400 , 0.007693430408835411
20 , 1600 , 0.00899411179125309
20 , 1800 , 0.014324202202260494
20 , 2000 , 0.0031212696339935064

Train Epoch: 20 Average training loss: 0.0105 

